icd_code;diagnose_name;description
M84.13;Nichtvereinigung der Frakturenden [Pseudarthrose]: Unterarm [Radius, Ulna, Handgelenk];Veränderungen der Knochenkontinuität
M84.14;Nichtvereinigung der Frakturenden [Pseudarthrose]: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Veränderungen der Knochenkontinuität
M84.15;Nichtvereinigung der Frakturenden [Pseudarthrose]: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Veränderungen der Knochenkontinuität
M84.16;Nichtvereinigung der Frakturenden [Pseudarthrose]: Unterschenkel [Fibula, Tibia, Kniegelenk];Veränderungen der Knochenkontinuität
M84.17;Nichtvereinigung der Frakturenden [Pseudarthrose]: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Veränderungen der Knochenkontinuität
M84.18;Nichtvereinigung der Frakturenden [Pseudarthrose]: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Veränderungen der Knochenkontinuität
M84.19;Nichtvereinigung der Frakturenden [Pseudarthrose]: Nicht näher bezeichnete Lokalisation;Veränderungen der Knochenkontinuität
M84.2-;Verzögerte Frakturheilung;Veränderungen der Knochenkontinuität
M84.20;Verzögerte Frakturheilung: Mehrere Lokalisationen;Veränderungen der Knochenkontinuität
M84.21;Verzögerte Frakturheilung: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Veränderungen der Knochenkontinuität
M84.22;Verzögerte Frakturheilung: Oberarm [Humerus, Ellenbogengelenk];Veränderungen der Knochenkontinuität
M84.23;Verzögerte Frakturheilung: Unterarm [Radius, Ulna, Handgelenk];Veränderungen der Knochenkontinuität
M84.24;Verzögerte Frakturheilung: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Veränderungen der Knochenkontinuität
M84.25;Verzögerte Frakturheilung: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Veränderungen der Knochenkontinuität
M84.26;Verzögerte Frakturheilung: Unterschenkel [Fibula, Tibia, Kniegelenk];Veränderungen der Knochenkontinuität
M84.27;Verzögerte Frakturheilung: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Veränderungen der Knochenkontinuität
M84.28;Verzögerte Frakturheilung: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Veränderungen der Knochenkontinuität
M84.29;Verzögerte Frakturheilung: Nicht näher bezeichnete Lokalisation;Veränderungen der Knochenkontinuität
M84.3-;Stressfraktur, anderenorts nicht klassifiziert;Veränderungen der Knochenkontinuität
M84.30;Stressfraktur, anderenorts nicht klassifiziert: Mehrere Lokalisationen;Veränderungen der Knochenkontinuität
M84.31;Stressfraktur, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Veränderungen der Knochenkontinuität
M84.32;Stressfraktur, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk];Veränderungen der Knochenkontinuität
M84.33;Stressfraktur, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk];Veränderungen der Knochenkontinuität
M84.34;Stressfraktur, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Veränderungen der Knochenkontinuität
M84.35;Stressfraktur, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Veränderungen der Knochenkontinuität
M84.36;Stressfraktur, anderenorts nicht klassifiziert: Unterschenkel [Fibula, Tibia, Kniegelenk];Veränderungen der Knochenkontinuität
M84.37;Stressfraktur, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Veränderungen der Knochenkontinuität
M84.38;Stressfraktur, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Veränderungen der Knochenkontinuität
M84.39;Stressfraktur, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation;Veränderungen der Knochenkontinuität
M84.4-;Pathologische Fraktur, anderenorts nicht klassifiziert;Veränderungen der Knochenkontinuität
M84.40;Pathologische Fraktur, anderenorts nicht klassifiziert: Mehrere Lokalisationen;Veränderungen der Knochenkontinuität
M84.41;Pathologische Fraktur, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Veränderungen der Knochenkontinuität
M84.42;Pathologische Fraktur, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk];Veränderungen der Knochenkontinuität
M84.43;Pathologische Fraktur, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk];Veränderungen der Knochenkontinuität
M84.44;Pathologische Fraktur, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Veränderungen der Knochenkontinuität
M84.45;Pathologische Fraktur, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Veränderungen der Knochenkontinuität
M84.46;Pathologische Fraktur, anderenorts nicht klassifiziert: Unterschenkel [Fibula, Tibia, Kniegelenk];Veränderungen der Knochenkontinuität
M84.47;Pathologische Fraktur, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Veränderungen der Knochenkontinuität
M84.48;Pathologische Fraktur, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Veränderungen der Knochenkontinuität
M84.49;Pathologische Fraktur, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation;Veränderungen der Knochenkontinuität
M84.8-;Sonstige Veränderungen der Knochenkontinuität;Veränderungen der Knochenkontinuität
M84.80;Sonstige Veränderungen der Knochenkontinuität: Mehrere Lokalisationen;Veränderungen der Knochenkontinuität
M84.81;Sonstige Veränderungen der Knochenkontinuität: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Veränderungen der Knochenkontinuität
M84.82;Sonstige Veränderungen der Knochenkontinuität: Oberarm [Humerus, Ellenbogengelenk];Veränderungen der Knochenkontinuität
M84.83;Sonstige Veränderungen der Knochenkontinuität: Unterarm [Radius, Ulna, Handgelenk];Veränderungen der Knochenkontinuität
M84.84;Sonstige Veränderungen der Knochenkontinuität: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Veränderungen der Knochenkontinuität
M84.85;Sonstige Veränderungen der Knochenkontinuität: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Veränderungen der Knochenkontinuität
M84.86;Sonstige Veränderungen der Knochenkontinuität: Unterschenkel [Fibula, Tibia, Kniegelenk];Veränderungen der Knochenkontinuität
M84.87;Sonstige Veränderungen der Knochenkontinuität: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Veränderungen der Knochenkontinuität
M84.88;Sonstige Veränderungen der Knochenkontinuität: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Veränderungen der Knochenkontinuität
M84.89;Sonstige Veränderungen der Knochenkontinuität: Nicht näher bezeichnete Lokalisation;Veränderungen der Knochenkontinuität
M84.9-;Veränderung der Knochenkontinuität, nicht näher bezeichnet;Veränderungen der Knochenkontinuität
M84.90;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Mehrere Lokalisationen;Veränderungen der Knochenkontinuität
M84.91;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Veränderungen der Knochenkontinuität
M84.92;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk];Veränderungen der Knochenkontinuität
M84.93;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk];Veränderungen der Knochenkontinuität
M84.94;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Veränderungen der Knochenkontinuität
M84.95;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Veränderungen der Knochenkontinuität
M84.96;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk];Veränderungen der Knochenkontinuität
M84.97;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Veränderungen der Knochenkontinuität
M84.98;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Veränderungen der Knochenkontinuität
M84.99;Veränderung der Knochenkontinuität, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation;Veränderungen der Knochenkontinuität
M85.-;Sonstige Veränderungen der Knochendichte und -struktur;Sonstige Veränderungen der Knochendichte und -struktur
M85.0-;Fibröse Dysplasie (monostotisch);Sonstige Veränderungen der Knochendichte und -struktur
M85.00;Fibröse Dysplasie (monostotisch): Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.01;Fibröse Dysplasie (monostotisch): Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.02;Fibröse Dysplasie (monostotisch): Oberarm [Humerus, Ellenbogengelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.03;Fibröse Dysplasie (monostotisch): Unterarm [Radius, Ulna, Handgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.04;Fibröse Dysplasie (monostotisch): Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Sonstige Veränderungen der Knochendichte und -struktur
M85.05;Fibröse Dysplasie (monostotisch): Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.06;Fibröse Dysplasie (monostotisch): Unterschenkel [Fibula, Tibia, Kniegelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.07;Fibröse Dysplasie (monostotisch): Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Sonstige Veränderungen der Knochendichte und -struktur
M85.08;Fibröse Dysplasie (monostotisch): Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Sonstige Veränderungen der Knochendichte und -struktur
M85.09;Fibröse Dysplasie (monostotisch): Nicht näher bezeichnete Lokalisation;Sonstige Veränderungen der Knochendichte und -struktur
M85.1-;Skelettfluorose;Sonstige Veränderungen der Knochendichte und -struktur
M85.10;Skelettfluorose: Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.11;Skelettfluorose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.12;Skelettfluorose: Oberarm [Humerus, Ellenbogengelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.13;Skelettfluorose: Unterarm [Radius, Ulna, Handgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.14;Skelettfluorose: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Sonstige Veränderungen der Knochendichte und -struktur
M85.15;Skelettfluorose: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.16;Skelettfluorose: Unterschenkel [Fibula, Tibia, Kniegelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.17;Skelettfluorose: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Sonstige Veränderungen der Knochendichte und -struktur
M85.18;Skelettfluorose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Sonstige Veränderungen der Knochendichte und -struktur
M85.19;Skelettfluorose: Nicht näher bezeichnete Lokalisation;Sonstige Veränderungen der Knochendichte und -struktur
M85.2;Hyperostose des Schädels;Sonstige Veränderungen der Knochendichte und -struktur
M85.3-;Ostitis condensans;Sonstige Veränderungen der Knochendichte und -struktur
M85.30;Ostitis condensans: Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.31;Ostitis condensans: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.32;Ostitis condensans: Oberarm [Humerus, Ellenbogengelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.33;Ostitis condensans: Unterarm [Radius, Ulna, Handgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.34;Ostitis condensans: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Sonstige Veränderungen der Knochendichte und -struktur
M85.35;Ostitis condensans: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.36;Ostitis condensans: Unterschenkel [Fibula, Tibia, Kniegelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.37;Ostitis condensans: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Sonstige Veränderungen der Knochendichte und -struktur
M85.38;Ostitis condensans: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Sonstige Veränderungen der Knochendichte und -struktur
M85.39;Ostitis condensans: Nicht näher bezeichnete Lokalisation;Sonstige Veränderungen der Knochendichte und -struktur
M85.4-;Solitäre Knochenzyste;Sonstige Veränderungen der Knochendichte und -struktur
M85.40;Solitäre Knochenzyste: Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.41;Solitäre Knochenzyste: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.42;Solitäre Knochenzyste: Oberarm [Humerus, Ellenbogengelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.43;Solitäre Knochenzyste: Unterarm [Radius, Ulna, Handgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.44;Solitäre Knochenzyste: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Sonstige Veränderungen der Knochendichte und -struktur
M85.45;Solitäre Knochenzyste: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.46;Solitäre Knochenzyste: Unterschenkel [Fibula, Tibia, Kniegelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.47;Solitäre Knochenzyste: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Sonstige Veränderungen der Knochendichte und -struktur
M85.48;Solitäre Knochenzyste: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Sonstige Veränderungen der Knochendichte und -struktur
M85.49;Solitäre Knochenzyste: Nicht näher bezeichnete Lokalisation;Sonstige Veränderungen der Knochendichte und -struktur
M85.5-;Aneurysmatische Knochenzyste;Sonstige Veränderungen der Knochendichte und -struktur
M85.50;Aneurysmatische Knochenzyste: Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.51;Aneurysmatische Knochenzyste: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.52;Aneurysmatische Knochenzyste: Oberarm [Humerus, Ellenbogengelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.53;Aneurysmatische Knochenzyste: Unterarm [Radius, Ulna, Handgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.54;Aneurysmatische Knochenzyste: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Sonstige Veränderungen der Knochendichte und -struktur
M85.55;Aneurysmatische Knochenzyste: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.56;Aneurysmatische Knochenzyste: Unterschenkel [Fibula, Tibia, Kniegelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.57;Aneurysmatische Knochenzyste: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Sonstige Veränderungen der Knochendichte und -struktur
M85.58;Aneurysmatische Knochenzyste: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Sonstige Veränderungen der Knochendichte und -struktur
M85.59;Aneurysmatische Knochenzyste: Nicht näher bezeichnete Lokalisation;Sonstige Veränderungen der Knochendichte und -struktur
M85.6-;Sonstige Knochenzyste;Sonstige Veränderungen der Knochendichte und -struktur
M85.60;Sonstige Knochenzyste: Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.61;Sonstige Knochenzyste: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.62;Sonstige Knochenzyste: Oberarm [Humerus, Ellenbogengelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.63;Sonstige Knochenzyste: Unterarm [Radius, Ulna, Handgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.64;Sonstige Knochenzyste: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen];Sonstige Veränderungen der Knochendichte und -struktur
M85.65;Sonstige Knochenzyste: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.66;Sonstige Knochenzyste: Unterschenkel [Fibula, Tibia, Kniegelenk];Sonstige Veränderungen der Knochendichte und -struktur
M85.67;Sonstige Knochenzyste: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes];Sonstige Veränderungen der Knochendichte und -struktur
M85.68;Sonstige Knochenzyste: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule];Sonstige Veränderungen der Knochendichte und -struktur
M85.69;Sonstige Knochenzyste: Nicht näher bezeichnete Lokalisation;Sonstige Veränderungen der Knochendichte und -struktur
M85.8-;Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur;Sonstige Veränderungen der Knochendichte und -struktur
M85.80;Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur: Mehrere Lokalisationen;Sonstige Veränderungen der Knochendichte und -struktur
M85.81;Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk];Sonstige Veränderungen der Knochendichte und -struktur
